,question,summary,link,answers
272,"What is __future__ in Python used for and how/when to use it, and how it works","__future__ frequently appears in Python modules. I do not understand what __future__ is for and how/when to use it even after reading the Python's __future__ doc. 

Can anyone explain with examples?

...",https://stackoverflow.com/questions/7075082/what-is-future-in-python-used-for-and-how-when-to-use-it-and-how-it-works,"[""__future__ frequently appears in Python modules. I do not understand what __future__ is for and how/when to use it even after reading the Python's __future__ doc."", ""With __future__ module's inclusion, you can slowly be accustomed to incompatible changes or to such ones introducing new keywords."", 'When you do', '__future__ is a pseudo-module which programmers can use to enable new language features which are not compatible with the current interpreter. For example, the expression 11/4 currently evaluates to 2. If the module in which it is executed had enabled true division by executing:', 'It can be used to use features which will appear in newer versions while having an older release of Python.', 'There are some great answers already, but none of them address a complete list of what the __future__ statement currently supports.', 'Or is it like saying ""Since this is python v2.7, use that different \'print\' function that has also been added to python v2.7, after it was added in python 3. So my \'print\' will no longer be statements (eg print ""message"" ) but functions (eg, print(""message"", options). That way when my code is run in python 3, \'print\' will not break.""', 'One of the uses which I found to be very useful is the print_function from __future__ module.', 'After Python 3.0 onward, print is no longer just a statement, its a function instead. and is included in PEP 3105.']"
273,What is the difference between range and xrange functions in Python 2.X?,"Apparently xrange is faster but I have no idea why it's faster (and no proof besides the anecdotal so far that it is faster) or what besides that is different about

for i in range(0, 20):
for i in ...",https://stackoverflow.com/questions/94935/what-is-the-difference-between-range-and-xrange-functions-in-python-2-x,"[""Apparently xrange is faster but I have no idea why it's faster (and no proof besides the anecdotal so far that it is faster) or what besides that is different about"", 'In Python 2.x:', 'range creates a list, so if you do range(1, 10000000) it creates a list in memory with 9999999 elements.', 'Remember, use the timeit module to test which of small snippets of code is faster!', 'xrange only stores the range params and generates the numbers on demand. However the C implementation of Python currently restricts its args to C longs:', 'xrange returns an iterator and only keeps one number in memory at a time.  range keeps the entire list of numbers in memory.', 'Do spend some time with the Library Reference. The more familiar you are with it, the faster you can find answers to questions like this. Especially important are the first few chapters about builtin objects and types.', 'I am shocked nobody read doc:', 'range creates a list, so if you do range(1, 10000000) it creates a list in memory with 10000000 elements.\n  xrange is a generator, so it evaluates lazily.', 'You will find the advantage of xrange over range in this simple example:', 'It is for optimization reasons.', 'range(x,y) returns a list of each number in between x and y if you use a for loop, then range is slower. In fact, range has a bigger Index range. range(x.y) will print out a list of all the numbers in between x and y', 'range(): range(1, 10) returns a list from 1 to 10 numbers & hold whole list in memory.', ""Some of the other answers mention that Python 3 eliminated 2.x's range and renamed 2.x's xrange to range. However, unless you're using 3.0 or 3.1 (which nobody should be), it's actually a somewhat different type."", 'In python 2.x', 'When testing range against xrange in a loop (I know I should use timeit, but this was swiftly hacked up from memory using a simple list comprehension example) I found the following:', 'xrange() and range() in python works similarly as for the user , but the difference comes when we are talking about how the memory is allocated in using both the function.', 'range generates the entire list and returns it.  xrange does not -- it generates the numbers in the list on demand.', 'xrange uses an iterator (generates values on the fly), range returns a list.', ""What?\nrange returns a static list at runtime.\nxrange returns an object (which acts like a generator, although it's certainly not one) from which values are generated as and when required."", 'Everyone has explained it greatly. But I wanted it to see it for myself. I use python3. So, I opened the resource monitor (in Windows!), and first, executed the following command first:', 'From the help docs.', 'range() in Python 2.x', 'On a requirement for scanning/printing of 0-N items , range and xrange works as follows.', 'Range returns a list while xrange returns an xrange object which takes the same memory irrespective of the range size,as in this case,only one element is generated and available per iteration whereas in case of using range, all the elements are generated at once and are available in the memory.', 'The difference decreases for smaller arguments to range(..) / xrange(..):', 'range :-range will populate everything at once.which means every number of the range will occupy the memory.', 'Additionally, if do list(xrange(...)) will be equivalent to range(...).', 'See this post to find difference between range and xrange:']"
274,How to check version of python modules?,"I just installed the python modules: construct and statlib with setuptools like this:

# Install setuptools to be able to download the following
sudo apt-get install python-setuptools

# Install ...",https://stackoverflow.com/questions/20180543/how-to-check-version-of-python-modules,"['I just installed the python modules: construct and statlib with setuptools like this:', 'I suggest using pip in place of easy_install. With pip, you can list all installed packages and their versions with', 'You can try', 'Python >= 3.8:', 'I think this can help but first install show package in order to run pip show then use show to find the version!', 'The Better way to do that is:', 'In python3 with brackets around print', ""module.__version__ is a good first thing to try, but it doesn't always work."", 'The previous answers did not solve my problem, but this code did:', 'Use dir() to find out if the module has a __version__ attribute at all.', 'If the above methods do not work, it is worth trying the following in python:', 'first add python, pip to your environment variables. so that you can execute your commands from command prompt. then simply give python command.\nthen import the package', 'Assuming we are using Jupyter Notebook (if using Terminal, drop the exclamation marks):', 'In Python 3.8 version there is a  new metadata module in importlib package, which can do that as well.', ""Some modules don't have __version__ attribute, so the easiest way is check in the terminal: pip list"", 'I suggest opening a python shell in terminal (in the python version you are interested), importing the library, and getting its __version__ attribute.', 'Writing this answer for windows users. As suggested in all other answers, you can use the statements as:', 'You can try this:', 'This works in Jupyter Notebook on Windows, too! As long as Jupyter is launched from a bash-compliant command line such as Git Bash (MingW64), the solutions given in many of the answers can be used in Jupyter Notebook on Windows systems with one tiny tweak.', 'Quick python program to list all packges (you can copy it to requirements.txt)', '(see also https://stackoverflow.com/a/56912280/7262247)', 'In Summary:', 'To get a list of non-standard (pip) modules imported in the current module:', ""Building on Jakub Kukul's answer I found a more reliable way to solve this problem."", 'You can simply use subprocess.getoutput(python3 --version)', 'you can first install some package like this and then check its version']"
275,pip install from git repo branch,"Trying to pip install a repo's specific branch. Google tells me to
pip install git+https://github.com/user/repo.git@branch

The branch's name is issue/34/oscar-0.6 so I did pip  install https://github....",https://stackoverflow.com/questions/20101834/pip-install-from-git-repo-branch,"[""Trying to pip install a repo's specific branch. Google tells me to"", 'Prepend the url prefix git+ (See VCS Support):', ""Using pip with git+ to clone a repository can be extremely slow (test with https://github.com/django/django@stable/1.6.x for example, it will take a few minutes). The fastest thing I've found, which works with GitHub and BitBucket, is:"", 'Instructions to install from private repo using ssh credentials:', 'Just to add an extra, if you want to install it in your pip file it can be added like this:', 'You used the egg files install procedure.\nThis procedure supports installing over git, git+http, git+https, git+ssh, git+git and git+file. Some of these are mentioned.', 'This worked like charm:']"
276,How to create a GUID/UUID in Python,How do I create a GUID in Python that is platform independent? I hear there is a method using ActivePython on Windows but it's Windows only because it uses COM. Is there a method using plain Python?,https://stackoverflow.com/questions/534839/how-to-create-a-guid-uuid-in-python,"[""How do I create a GUID in Python that is platform independent? I hear there is a method using ActivePython on Windows but it's Windows only because it uses COM. Is there a method using plain Python?"", 'The uuid module, in Python 2.5 and up,  provides RFC compliant UUID\n  generation. See the module docs and the RFC for details. [source]', ""If you're using Python 2.5 or later, the uuid module is already included with the Python standard distribution."", 'Copied from : https://docs.python.org/2/library/uuid.html (Since the links posted were not active and they keep updating)', 'I use GUIDs as random keys for database type operations.', 'If you need to pass UUID for a primary key for your model or unique field then below code returns the UUID object -', 'This function is fully configurable and generates unique uid based on the format specified', '2019 Answer (for Windows):', 'Check this post, helped me a lot. In short, the best option for me was:']"
277,How can I force division to be floating point? Division keeps rounding down to 0?,"I have two integer values a and b, but I need their ratio in floating point.  I know that a < b and I want to calculate a / b, so if I use integer division I'll always get 0 with a remainder of a.

...",https://stackoverflow.com/questions/1267869/how-can-i-force-division-to-be-floating-point-division-keeps-rounding-down-to-0,"[""I have two integer values a and b, but I need their ratio in floating point.  I know that a < b and I want to calculate a / b, so if I use integer division I'll always get 0 with a remainder of a."", 'In Python 2, division of two ints produces an int. In Python 3, it produces a float. We can get the new behaviour by importing from __future__.', 'You can cast to float by doing c = a / float(b). If the numerator or denominator is a float, then the result will be also.', ""I have two integer values a and b, but I need their ratio in floating point. I know that a < b and I want to calculate a/b, so if I use integer division I'll always get 0 with a remainder of a."", 'In Python 3.x, the single slash (/) always means true (non-truncating) division. (The // operator is used for truncating division.) In Python 2.x (2.2 and above), you can get this same behavior by putting a', 'Just making any of the parameters for division in floating-point format also produces the output in floating-point.', 'Add a dot (.) to indicate floating point numbers', 'This will also work', 'If you want to use ""true"" (floating point) division by default, there is a command line flag:', 'where a is dividend and b is the divisor.\nThis function is handy when quotient after division  of two integers is a float.']"
278,How do I detect whether a Python variable is a function?,"I have a variable, x, and I want to know whether it is pointing to a function or not.

I had hoped I could do something like:

>>> isinstance(x, function)
But that gives me:

Traceback (most ...",https://stackoverflow.com/questions/624926/how-do-i-detect-whether-a-python-variable-is-a-function,"['I have a variable, x, and I want to know whether it is pointing to a function or not.', 'If this is for Python 2.x or for Python 3.2+, you can also use callable(). It used to be deprecated, but is now undeprecated, so you can use it again. You can read the discussion here: http://bugs.python.org/issue10518. You can do this with:', ""Builtin types that don't have constructors in the built-in namespace (e.g. functions, generators, methods) are in the types module. You can use types.FunctionType in an isinstance call:"", 'Since Python 2.1 you can import isfunction from the inspect module.', 'The accepted answer was at the time it was offered thought to be correct. As it\nturns out, there is no substitute for callable(), which is back in Python\n3.2: Specifically, callable() checks the tp_call field of the object being\ntested. There is no plain Python equivalent.  Most of the suggested tests are\ncorrect most of the time:', 'The following should return a boolean:', ""Python's 2to3 tool (http://docs.python.org/dev/library/2to3.html) suggests:"", 'callable(x) will return true if the object passed can be called in Python, but the function does not exist in Python 3.0, and properly speaking will not distinguish between:', 'If you want to detect everything that syntactically looks like a function: a function, method, built-in fun/meth, lambda ... but exclude callable objects (objects with __call__ method defined), then try this one:', 'Try using callable(x).', 'If you have learned C++, you must be familiar with function object or functor, means any object that can be called as if it is a function.', 'As the accepted answer, John Feminella stated that:', 'A function is just a class with a __call__ method, so you can do', ""Here's a couple of other ways:"", ""Instead of checking for '__call__' (which is not exclusive to functions), you can check whether a user-defined function has attributes func_name, func_doc, etc. This does not work for methods."", 'Since classes also have __call__ method, I recommend another solution:', 'Note that Python classes are also callable.', 'Whatever function is a class so you can take the name of the class of instance x and compare:', ""The solutions using hasattr(obj, '__call__') and callable(.) mentioned in some of the answers have a main drawback: both also return True for classes and instances of classes with a __call__() method. Eg."", 'callable is a very good solution. However, I wanted to treat this the opposite way  of John Feminella. Instead of treating it like this saying:', ""In Python3 I came up with type (f) == type (lambda x:x) which yields True if f is a function and False if it is not. But I think I prefer isinstance (f, types.FunctionType), which feels less ad hoc. I wanted to do type (f) is function, but that doesn't work."", 'Following previous replies, I came up with this:', 'You could try this:', 'If the code will go on to perform the call if the value is callable, just perform the call and catch TypeError.', 'The following is a ""repr way"" to check it. Also it works with lambda.', 'This works for me:']"
279,Is arr.__len__() the preferred way to get the length of an array in Python?,"In Python, is the following the only way to get the number of elements?

arr.__len__()
If so, why the strange syntax?",https://stackoverflow.com/questions/518021/is-arr-len-the-preferred-way-to-get-the-length-of-an-array-in-python,"['In Python, is the following the only way to get the number of elements?', 'The same works for tuples:', 'The way you take a length of anything for which that makes sense (a list, dictionary, tuple, string, ...) is to call len on it.', ""Python uses duck typing: it doesn't care about what an object is, as long as it has the appropriate interface for the situation at hand. When you call the built-in function len() on an object, you are actually calling its internal __len__ method. A custom object can implement this interface and len() will return the answer, even if the object is not conceptually a sequence."", 'The preferred way to get the length of any python object is to pass it as an argument to the len function.  Internally, python will then try to call the special __len__ method of the object that was passed.', 'Just use len(arr):', 'you can use len(arr) \nas suggested in previous answers to get the length of the array. In case you want the dimensions of a 2D array you could use arr.shape returns height and width', ""len(list_name) function takes  list as a parameter and it calls list's __len__() function."", ""Python suggests users use len() instead of __len__() for consistency, just like other guys said. However, There're some other benefits:""]"
280,Remove empty strings from a list of strings,"I want to remove all empty strings from a list of strings in python.

My idea looks like this:

while '' in str_list:
    str_list.remove('')
Is there any more pythonic way to do this?",https://stackoverflow.com/questions/3845423/remove-empty-strings-from-a-list-of-strings,"['I want to remove all empty strings from a list of strings in python.', 'I would use filter:', 'Using a list comprehension is the most Pythonic way:', 'filter actually has a special option for this:', 'Compare time', 'Reply from @Ib33X is awesome. If you want to remove every empty string, after stripped. you need to use the strip method too. Otherwise, it will return the empty string too if it has white spaces. Like, "" "" will be valid too for that answer. So, can be achieved by.', ""Instead of if x, I would use if X != '' in order to just eliminate empty strings. Like this:"", 'Depending on the size of your list, it may be most efficient if you use list.remove() rather than create a new list:', 'Keep in mind that if you want to keep the white spaces within a string, you may remove them unintentionally using some approaches.\nIf you have this list', 'Use filter:', ""As reported by Aziz Alto filter(None, lstr) does not remove empty strings with a space ' ' but if you are sure lstr contains only string you can use filter(str.strip, lstr)"", 'That is, all-space strings are retained:', 'For a list with a combination of spaces and empty values, use simple list comprehension -']"
281,How do I change the working directory in Python?,"cd is the shell command to change the working directory.

How do I change the current working directory in Python?",https://stackoverflow.com/questions/431684/how-do-i-change-the-working-directory-in-python,"['cd is the shell command to change the working directory.', 'You can change the working directory with:', ""Here's an example of a context manager to change the working directory. It is simpler than an ActiveState version referred to elsewhere, but this gets the job done."", 'I would use os.chdir like this:', 'cd() is easy to write using a generator and a decorator.', ""If you're using a relatively new version of Python, you can also use a context manager, such as this one:"", 'As already pointed out by others, all the solutions above only change the working directory of the current process. This is lost when you exit back to the Unix shell. If desperate you can change the parent shell directory on Unix with this horrible hack:', 'os.chdir() is the right way.', 'os.chdir() is the Pythonic version of cd.', ""You can use both with os.chdir(abs_path) or os.chdir(rel_path), there's no need to call os.getcwd() to use a relative path."", 'Further into direction pointed out by Brian and based on sh (1.0.8+)', 'If You would like to perform something like ""cd.."" option, just type:', 'The Path objects in path library offer both a context manager and a chdir method for this purpose:', 'If you use spyder and love GUI, you can simply click on the folder button on the upper right corner of your screen and navigate through folders/directories you want as current directory.\nAfter doing so you can go to the file explorer tab of the window in spyder IDE and you can see all the files/folders present there.\nto check your current working directory\ngo to the console of spyder IDE and simply type', ""Changing the current directory of the script process is trivial. I think the question is actually how to change the current directory of the command window from which a python script is invoked, which is very difficult. A Bat script in Windows or a Bash script in a Bash shell can do this with an ordinary cd command because the shell itself is the interpreter. In both Windows and Linux Python is a program and no program can directly change its parent's environment. However the combination of a simple shell script with a Python script doing most of the hard stuff can achieve the desired result. For example, to make an extended cd command with traversal history for backward/forward/select revisit, I wrote a relatively complex Python script invoked by a simple bat script. The traversal list is stored in a file, with the target directory on the first line. When the python script returns, the bat script reads the first line of the file and makes it the argument to cd. The complete bat script (minus comments for brevity) is:""]"
282,Is there a list of Pytz Timezones?,"I would like to know what are all the possible values for the timezone argument in the Python library pytz. How to do it?
SOLUTION
for tz in pytz.all_timezones:
    print tz
Africa/Abidjan
Africa/...",https://stackoverflow.com/questions/13866926/is-there-a-list-of-pytz-timezones,"['I would like to know what are all the possible values for the timezone argument in the Python library pytz. How to do it?', 'You can list all the available timezones with pytz.all_timezones:', ""Don't create your own list - pytz has a built-in set:"", 'The timezone name is the only reliable way to specify the timezone.', 'Here, Python list of country codes, names, continents, capitals, and pytz timezones.', 'EDIT: I would appreciate it if you do not downvote this answer further. This answer is wrong, but I would rather retain it as a historical note. While it is arguable whether the pytz interface is error-prone, it can do things that dateutil.tz cannot do, especially regarding daylight-saving in the past or in the future. I have honestly recorded my experience in an article ""Time zones in Python"".', 'They appear to be populated by the tz database time zones found here.', 'Available from Python3.9:', 'In my opinion this is a design flaw of pytz library. It should be more reliable to specify a timezone using the offset, e.g.']"
283,Convert list of dictionaries to a pandas DataFrame,"I have a list of dictionaries like this:

[{'points': 50, 'time': '5:00', 'year': 2010}, 
{'points': 25, 'time': '6:00', 'month': ""february""}, 
{'points':90, 'time': '9:00', 'month': 'january'}, 
{'...",https://stackoverflow.com/questions/20638006/convert-list-of-dictionaries-to-a-pandas-dataframe,"['I have a list of dictionaries like this:', 'Supposing d is your list of dicts, simply:', 'The other answers are correct, but not much has been explained in terms of advantages and limitations of these methods. The aim of this post will be to show examples of these methods under different situations, discuss when to use (and when not to use), and suggest alternatives.', 'In pandas 16.2, I had to do pd.DataFrame.from_records(d) to get this to work.', 'You can also use pd.DataFrame.from_dict(d) as :', 'Pyhton3:\nMost of the solutions listed previously work. However, there are instances when row_number of the dataframe is not required and the each row (record) has to be written individually.', 'For converting a list of dictionaries to a pandas DataFrame, you can use ""append"":', 'The easiest way I have found to do it is like this:']"
284,Pretty-print an entire Pandas Series / DataFrame,"I work with Series and DataFrames on the terminal a lot. The default __repr__ for a Series returns a reduced sample, with some head and tail values, but the rest missing.

Is there a builtin way to ...",https://stackoverflow.com/questions/19124601/pretty-print-an-entire-pandas-series-dataframe,"['I work with Series and DataFrames on the terminal a lot. The default __repr__ for a Series returns a reduced sample, with some head and tail values, but the rest missing.', 'You can also use the option_context, with one or more options:', 'No need to hack settings. There is a simple way:', 'Sure, if this comes up a lot, make a function like this one. You can even configure it to load every time you start IPython: https://ipython.org/ipython-doc/1/config/overview.html', 'After importing pandas, as an alternative to using the context manager, set such options for displaying entire dataframes:', 'Use the tabulate package:', 'This answer is a variation of the prior answer by lucidyan. It makes the code more readable by avoiding the use of set_option.', 'If you are using Ipython Notebook (Jupyter). You can use HTML', 'Try this', 'You can achieve this using below method. just pass the total no. of columns present in the DataFrame as arg to', 'Nobody has proposed this simple plain-text solution:', 'Try using display() function. This would automatically use Horizontal and vertical scroll bars and with this you can display different datasets easily instead of using print().']"
285,What is the difference between dict.items() and dict.iteritems() in Python2?,"Are there any applicable differences between dict.items() and dict.iteritems()?

From the Python docs:
  dict.items(): Return a copy of the dictionary’s list of (key, value) pairs.
  
  dict....",https://stackoverflow.com/questions/10458437/what-is-the-difference-between-dict-items-and-dict-iteritems-in-python2,"['Are there any applicable differences between dict.items() and dict.iteritems()?', ""It's part of an evolution."", 'dict.items() returns a list of 2-tuples ([(key, value), (key, value), ...]), whereas dict.iteritems() is a generator that yields 2-tuples. The former takes more space and time initially, but accessing each element is fast, whereas the second takes less space and time initially, but a bit more time in generating each element.', ""The commands dict.items(), dict.keys() and dict.values() return a copy of the dictionary's list of (k, v) pair, keys and values.\nThis could take a lot of memory if the copied list is very large."", ""You asked: 'Are there any applicable differences between dict.items() and dict.iteritems()'"", 'dict.items() return list of tuples, and dict.iteritems() return iterator object of tuple in dictionary as (key,value). The tuples are the same, but container is different.', 'dict.iteritems is gone in Python3.x So use iter(dict.items()) to get the same output and memory alocation', 'If you have', 'If you want a way to iterate the item pairs of a dictionary that works with both Python 2 and 3, try something like this:', 'dict.iteritems(): gives you an iterator. You may use the iterator in other patterns outside of the loop.', 'dict.iteritems() in python 2 is equivalent to dict.items() in python 3.']"
286,How to import the class within the same directory or sub directory?,"I have a directory that stores all the .py files.

bin/
   main.py
   user.py # where class User resides
   dir.py # where class Dir resides
I want to use classes from user.py and dir.py in main.py.
...",https://stackoverflow.com/questions/4142151/how-to-import-the-class-within-the-same-directory-or-sub-directory,"['I have a directory that stores all the .py files.', 'Make an empty file called __init__.py in the same directory as the files. That will signify to Python that it\'s ""ok to import from this directory"".', ""I just learned (thanks to martineau's comment) that, in order to import classes from files within the same directory, you would now write in Python 3:"", 'In your main.py:', 'In python3, __init__.py is no longer necessary. If the current directory of the console is the directory where the python script is located, everything works fine with', ""You can import the module and have access through its name if you don't want to mix functions and classes with yours"", 'If user.py and dir.py are not including classes then', 'To make it more simple to understand:', 'Python 3', ""I'm not sure why this work but using Pycharm build from file_in_same_dir import class_name"", 'Just too brief,\nCreate a file __init__.py is classes directory and then import it to your script like following (Import all case)', 'Python3', 'to import from the same directory']"
287,Why is [] faster than list()?,I recently compared the processing speeds of [] and list() and was surprised to discover that [] runs more than three times faster than list(). I ran the same test with {} and dict() and the results ...,https://stackoverflow.com/questions/30216000/why-is-faster-than-list,"['I recently compared the processing speeds of [] and list() and was surprised to discover that [] runs more than three times faster than list(). I ran the same test with {} and dict() and the results were practically identical: [] and {} both took around 0.128sec / million cycles, while list() and dict() took roughly 0.428sec / million cycles each.', 'Because [] and {} are literal syntax. Python can create bytecode just to create the list or dictionary objects:', 'list() requires a global lookup and a function call but [] compiles to a single instruction. See:', 'Because list is a function to convert say a string to a list object, while [] is used to create a list off the bat. Try this (might make more sense to you):', ""The answers here are great, to the point and fully cover this question. I'll drop a further step down from byte-code for those interested. I'm using the most recent repo of CPython; older versions behave similar in this regard but slight changes might be in place."", 'The biggest reason is that Python treats list() just like a user-defined function, which means you can intercept it by aliasing something else to list and do something different (like use your own subclassed list or perhaps a deque).']"
288,How can I use Python to get the system hostname?,I'm writing a chat program for a local network. I would like be able to identify computers and get the user-set computer name with Python.,https://stackoverflow.com/questions/4271740/how-can-i-use-python-to-get-the-system-hostname,"[""I'm writing a chat program for a local network. I would like be able to identify computers and get the user-set computer name with Python."", 'Use socket and its gethostname() functionality. This will get the hostname of the computer where the Python interpreter is running:', 'Both of these are pretty portable:', 'You will probably load the os module anyway, so another suggestion would be:', 'What about :', ""os.getenv('HOSTNAME') and os.environ['HOSTNAME'] don't always work. In cron jobs and WSDL, HTTP HOSTNAME isn't set. Use this instead:"", ""If I'm correct, you're looking for the socket.gethostname function:"", 'From at least python >= 3.3:', 'socket.gethostname() could do', 'On some systems, the hostname is set in the environment. If that is the case for you, the os module can pull it out of the environment via os.getenv. For example, if HOSTNAME is the environment variable containing what you want, the following will get it:', 'I needed the name of the PC to use in my PyLog conf file, and the socket library is not available, but os library is.', 'You have to execute this line of code']"
289,How to deal with SettingWithCopyWarning in Pandas,"Background
I just upgraded my Pandas from 0.11 to 0.13.0rc1. Now, the application is popping out many new warnings. One of them like this:
E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value ...",https://stackoverflow.com/questions/20625582/how-to-deal-with-settingwithcopywarning-in-pandas,"['I just upgraded my Pandas from 0.11 to 0.13.0rc1. Now, the application is popping out many new warnings. One of them like this:', 'The SettingWithCopyWarning was created to flag potentially confusing ""chained"" assignments, such as the following, which does not always work as expected, particularly when the first selection returns a copy.  [see GH5390 and GH5597 for background discussion.]', 'This post is meant for readers who,', 'In general the point of the SettingWithCopyWarning is to show users (and especially new users) that they may be operating on a copy and not the original as they think. There are false positives (IOW if you know what you are doing it could be ok). One possibility is simply to turn off the (by default warn) warning as @Garrett suggest.', 'When you go and do something like this:', 'Here I answer the question directly. How to deal with it?', 'This topic is really confusing with Pandas. Luckily, it has a relatively simple solution.', 'To remove any doubt, my solution was to make a deep copy of the slice instead of a regular copy.\nThis may not be applicable depending on your context (Memory constraints / size of the slice, potential for performance degradation - especially if the copy occurs in a loop like it did for me, etc...)', 'This should work:', 'Some may want to simply suppress the warning:', ""I had been getting this issue with .apply() when assigning a new dataframe from a pre-existing dataframe on which i've used the .query() method. For instance:"", 'If you have assigned the slice to a variable and want to set using the variable as in the following:', 'You could avoid the whole problem like this, I believe:', 'For me this issue occured in a following >simplified< example. And I was also able to solve it (hopefully with a correct solution):', 'Followup beginner question / remark', 'As this question is already fully explained and discussed in existing answers I will just provide a neat pandas approach to the context manager using pandas.option_context (links to docs and example) - there is absolutely no need to create a custom class with all the dunder methods and other bells and whistles.']"
290,not None test in Python [duplicate],"Out of these not None tests.

if val != None:

if not (val is None):

if val is not None:
Which one is preferable, and why?",https://stackoverflow.com/questions/3965104/not-none-test-in-python,"['Out of these not None tests.', 'is the Pythonic idiom for testing that a variable is not set to None. This idiom has particular uses in the case of declaring keyword functions with default parameters. is tests identity in Python. Because there is one and only one instance of None present in a running Python script/program, is is the optimal test for this. As Johnsyweb points out, this is discussed in PEP 8 under ""Programming Recommendations"".', 'From, Programming Recommendations, PEP 8:', 'The best bet with these types of questions is to see exactly what python does. The dis module is incredibly informative:', 'Either of the latter two, since val could potentially be of a type that defines __eq__() to return true when passed None.']"
291,Single quotes vs. double quotes in Python [closed],"According to the documentation, they're pretty much interchangeable.  Is there a stylistic reason to use one over the other?",https://stackoverflow.com/questions/56011/single-quotes-vs-double-quotes-in-python,"[""According to the documentation, they're pretty much interchangeable.  Is there a stylistic reason to use one over the other?"", ""I like to use double quotes around strings that are used for interpolation or that are natural language messages, and single quotes for small symbol-like strings, but will break the rules if the strings contain quotes, or if I forget. I use triple double quotes for docstrings and raw string literals for regular expressions even if they aren't needed."", 'Quoting the official docs at https://docs.python.org/2.0/ref/strings.html:', 'I used to prefer \', especially for \'\'\'docstrings\'\'\', as I find """"""this creates some fluff"""""". Also, \' can be typed without the Shift key on my Swiss German keyboard.', ""I'm with Will:"", 'If the string you have contains one, then you should use the other.  For example, ""You\'re able to do this"", or \'He said ""Hi!""\'.  Other than that, you should simply be as consistent as you can (within a module, within a package, within a project, within an organisation).', 'Triple quoted comments are an interesting subtopic of this question. PEP 257 specifies triple quotes for doc strings. I did a quick check using Google Code Search and found that triple double quotes in Python are about 10x as popular as triple single quotes -- 1.3M vs 131K occurrences in the code Google indexes. So in the multi line case your code is probably going to be more familiar to people if it uses triple double quotes.', 'For that simple reason, I always use double quotes on the outside. Always', 'Python uses quotes something like this:', 'I use double quotes in general, but not for any specific reason - Probably just out of habit from Java.', ""Personally I stick with one or the other. It doesn't matter. And providing your own meaning to either quote is just to confuse other people when you collaborate."", ""It's probably a stylistic preference more than anything.  I just checked PEP 8 and didn't see any mention of single versus double quotes."", ""In Perl you want to use single quotes when you have a string which doesn't need to interpolate variables or escaped characters like \\n, \\t, \\r, etc."", 'I chose to use double quotes because they are easier to see.', ""I just use whatever strikes my fancy at the time; it's convenient to be able to switch between the two at a whim!"", ""Your team's taste or your project's coding guidelines."", 'None as far as I know. Although if you look at some code, "" "" is commonly used for strings of text (I guess \' is more common inside text than ""), and \' \' appears in hashkeys and things like that.', 'I aim to minimize both pixels and surprise. I typically prefer \' in order to minimize pixels, but "" instead if the string has an apostrophe, again to minimize pixels. For a docstring, however, I prefer """""" over \'\'\' because the latter is non-standard, uncommon, and therefore surprising. If now I have a bunch of strings where I used "" per the above logic, but also one that can get away with a \', I may still use "" in it to preserve consistency, only to minimize surprise.', ""I use double quotes because I have been doing so for years in most languages (C++, Java, VB…) except Bash, because I also use double quotes in normal text and because I'm using a (modified) non-English keyboard where both characters require the shift key."", '\' = ""']"
292,What is __pycache__?,"From what I understand, a cache is an encrypted file of similar files.

What do we do with the __pycache__ folder? Is it what we give to people instead of our source code? Is it just my input data? ...",https://stackoverflow.com/questions/16869024/what-is-pycache,"['From what I understand, a cache is an encrypted file of similar files.', ""When you run a program in python, the interpreter compiles it to bytecode first (this is an oversimplification) and stores it in the __pycache__ folder. If you look in there you will find a bunch of files sharing the names of the .py files in your project's folder, only their extensions will be either .pyc or .pyo. These are bytecode-compiled and optimized bytecode-compiled versions of your program's files, respectively."", '__pycache__ is a folder containing Python 3 bytecode compiled and ready to be executed.', 'A __pycache__ folder is created when you use the line:', 'Updated answer from 3.7+ docs:', 'from the official python tutorial Modules', ""Execution of a python script would cause the byte code to be generated in memory and kept until the program is shutdown.\nIn case a module is imported, for faster reusability, Python would create a cache .pyc (PYC is 'Python' 'Compiled') file where the byte code of the module being imported is cached.\nIdea is to speed up loading of python modules by avoiding re-compilation ( compile once, run multiple times policy ) when they are re-imported."", 'When you import a module,', 'Python Version 2.x will have .pyc when interpreter compiles the code.', 'The python interpreter compiles the *.py script file and saves the results of the compilation to the __pycache__ directory.', 'In 3.2 and later, Python saves .pyc compiled byte code files in a sub-directory named __pycache__ located in the directory where your source files reside with filenames that identify the Python version that created them (e.g. script.cpython-33.pyc)']"
