,question,summary,link,answers
137,In-place type conversion of a NumPy array,"Given a NumPy array of int32, how do I convert it to float32 in place?  So basically, I would like to do

a = a.astype(numpy.float32)
without copying the array.  It is big.

The reason for doing this ...",https://stackoverflow.com/questions/4389517/in-place-type-conversion-of-a-numpy-array,"['Given a NumPy array of int32, how do I convert it to float32 in place?  So basically, I would like to do', 'You can make a view with a different dtype, and then copy in-place into the view:', ""Update: This function only avoids copy if it can, hence this is not the correct answer for this question. unutbu's answer is the right one."", 'You can change the array type without converting like this:', ""use view() and parameter 'dtype' to change the array in place."", 'Use this:', 'a = np.subtract(a, 0., dtype=np.float32)']"
138,How to check BLAS/LAPACK linkage in NumPy and SciPy?,"I am builing my numpy/scipy environment based on blas and lapack more or less based on this walk through. 

When I am done, how can I check, that my numpy/scipy functions really do use the previously ...",https://stackoverflow.com/questions/9000164/how-to-check-blas-lapack-linkage-in-numpy-and-scipy,"['I am builing my numpy/scipy environment based on blas and lapack more or less based on this walk through.', 'The method numpy.show_config() (or numpy.__config__.show()) outputs information about linkage gathered at build time. My output looks like this. I think it means I am using the BLAS/LAPACK that ships with Mac OS.', 'What you are searching for is this:\nsystem info', 'You can use the link loader dependency tool to look at the C level hook components of your build and see whether they have external dependencies on your blas and lapack of choice. I am not near a linux box right now, but on an OS X machine you can do this inside the site-packages directory which holds the installations:', 'You can display BLAS, LAPACK, MKL linkage using show_config():', 'If you installed anaconda-navigator (at www.anaconda.com/anaconda/install/ for linux, Windows or macOS) - blas, scipy and numpy will all be installed and you can see them by clicking environments tab on left side of navigator home page (look for each directory in alpha order). Installing full anaconda (as opposed to miniconda or individual packages) will take care of installing many of the essential packages needed for data science.']"
139,A column-vector y was passed when a 1d array was expected,"I need to fit RandomForestRegressor from sklearn.ensemble.
forest = ensemble.RandomForestRegressor(**RF_tuned_parameters)
model = forest.fit(train_fold, train_y)
yhat = model.predict(test_fold)

This ...",https://stackoverflow.com/questions/34165731/a-column-vector-y-was-passed-when-a-1d-array-was-expected,"['I need to fit RandomForestRegressor from sklearn.ensemble.', 'Change this line:', ""I also encountered this situation when I was trying to train a KNN classifier. but it seems that the warning was gone after I changed:\nknn.fit(X_train,y_train)\nto\nknn.fit(X_train, np.ravel(y_train,order='C'))"", 'I had the same problem. The problem was that the labels were in a column format while it expected it in a row.\nuse np.ravel()', 'use below code:', 'Another way of doing this is to use ravel', 'With neuraxle, you can easily solve this :', 'Y = y.values[:,0]']"
140,Numpy: Divide each row by a vector element,"Suppose I have a numpy array:

data = np.array([[1,1,1],[2,2,2],[3,3,3]])
and I have a corresponding ""vector:""

vector = np.array([1,2,3])
How do I operate on data along each row to either subtract ...",https://stackoverflow.com/questions/19602187/numpy-divide-each-row-by-a-vector-element,"['Suppose I have a numpy array:', 'Here you go. You just need to use None (or alternatively np.newaxis) combined with broadcasting:', 'As has been mentioned, slicing with None or with np.newaxes is a great way to do this.\nAnother alternative is to use transposes and broadcasting, as in', ""JoshAdel's solution uses np.newaxis to add a dimension. An alternative is to use reshape() to align the dimensions in preparation for broadcasting."", 'Adding to the answer of stackoverflowuser2010, in the general case you can just use', 'Pythonic way to do this is ...']"
141,How to create a density plot in matplotlib?,"In R I can create the desired output by doing: 

data = c(rep(1.5, 7), rep(2.5, 2), rep(3.5, 8),
         rep(4.5, 3), rep(5.5, 1), rep(6.5, 8))
plot(density(data, bw=0.5))
In python (with matplotlib)...",https://stackoverflow.com/questions/4150171/how-to-create-a-density-plot-in-matplotlib,"['In R I can create the desired output by doing:', ""Sven has shown how to use the class gaussian_kde from Scipy, but you will notice that it doesn't look quite like what you generated with R. This is because gaussian_kde tries to infer the bandwidth automatically. You can play with the bandwidth in a way by changing the function covariance_factor of the gaussian_kde class. First, here is what you get without changing that function:"", 'Five years later, when I Google ""how to create a kernel density plot using python"", this thread still shows up at the top!', 'Option 1:', 'Maybe try something like:', 'The density plot can also be created by using matplotlib:\nThe function plt.hist(data) returns the y and x values necessary for the density plot (see the documentation https://matplotlib.org/3.1.1/api/_as_gen/matplotlib.pyplot.hist.html).\nResultingly, the following code creates a density plot by using the matplotlib library:', 'You can do something like:']"
142,Difference between numpy dot() and Python 3.5+ matrix multiplication @,"I recently moved to Python 3.5 and noticed the new matrix multiplication operator (@) sometimes behaves differently from the numpy dot operator. In example, for 3d arrays:

import numpy as np

a = np....",https://stackoverflow.com/questions/34142485/difference-between-numpy-dot-and-python-3-5-matrix-multiplication,"['I recently moved to Python 3.5 and noticed the new matrix multiplication operator (@) sometimes behaves differently from the numpy dot operator. In example, for 3d arrays:', ""The @ operator calls the array's __matmul__ method, not dot. This method is also present in the API as the function np.matmul."", ""The answer by @ajcr explains how the dot and matmul (invoked by the @ symbol) differ. By looking at a simple example, one clearly sees how the two behave differently when operating on 'stacks of matricies' or tensors."", 'Just FYI, @ and its numpy equivalents dot and matmul are all equally fast. (Plot created with perfplot, a project of mine.)', 'In mathematics, I think the dot in numpy makes more sense', 'Here is a comparison with np.einsum to show how the indices are projected', 'My experience with MATMUL and DOT']"
143,Efficient evaluation of a function at every cell of a NumPy array,"Given a NumPy array A, what is the fastest/most efficient way to apply the same function, f, to every cell?
Suppose that we will assign to A(i,j) the f(A(i,j)).
The function, f, doesn't have a binary ...",https://stackoverflow.com/questions/7701429/efficient-evaluation-of-a-function-at-every-cell-of-a-numpy-array,"['Given a NumPy array A, what is the fastest/most efficient way to apply the same function, f, to every cell?', 'You could just vectorize the function and then apply it directly to a Numpy array each time you need it:', 'A similar question is: Mapping a NumPy array in place.\nIf you can find a ufunc for your f(), then you should use the out parameter.', 'If you are working with numbers and f(A(i,j)) = f(A(j,i)), you could use scipy.spatial.distance.cdist defining f as a distance between A(i) and A(j).', 'I believe I have found a better solution. The idea to change the function to python universal function (see documentation), which can exercise parallel computation under the hood.', ""When the 2d-array (or nd-array) is C- or F-contiguous, then this task of mapping a function onto a 2d-array is practically the same as the task of mapping a function onto a 1d-array - we just have to view it that way, e.g. via np.ravel(A,'K')."", 'All above answers compares well, but if you need to use custom function for mapping, and you have numpy.ndarray, and you need to retain the shape of array.']"
144,How to convert an array of strings to an array of floats in numpy?,"How to convert

[""1.1"", ""2.2"", ""3.2""]
to

[1.1, 2.2, 3.2]
in NumPy?",https://stackoverflow.com/questions/3877209/how-to-convert-an-array-of-strings-to-an-array-of-floats-in-numpy,"['How to convert', ""Well, if you're reading the data in as a list, just do np.array(map(float, list_of_strings)) (or equivalently, use a list comprehension). (In Python 3, you'll need to call list on the map return value if you use map, since map returns an iterator now.)"", 'You can use this as well', 'Another option might be numpy.asarray:', 'If you have (or create) a single string, you can use np.fromstring:']"
145,Efficiently sorting a numpy array in descending order?,"I am surprised this specific question hasn't been asked before, but I really didn't find it on SO nor on the documentation of np.sort.

Say I have a random numpy array holding integers, e.g:

> ...",https://stackoverflow.com/questions/26984414/efficiently-sorting-a-numpy-array-in-descending-order,"[""I am surprised this specific question hasn't been asked before, but I really didn't find it on SO nor on the documentation of np.sort."", 'temp[::-1].sort() sorts the array in place, whereas np.sort(temp)[::-1] creates a new array.', 'For short arrays I suggest using np.argsort() by finding the indices of the sorted negatived array, which is slightly faster than reversing the sorted array:', 'Unfortunately when you have a complex array, only np.sort(temp)[::-1] works properly. The two other methods mentioned here are not effective.', 'Testing on a 100×10×10 array 1000 times.', ""Hello I was searching for a solution to reverse sorting a two dimensional numpy array, and I couldn't find anything that worked, but I think I have stumbled on a solution which I am uploading just in case anyone is in the same boat."", 'You could sort the array first (Ascending by default) and then apply np.flip()\n(https://docs.scipy.org/doc/numpy/reference/generated/numpy.flip.html)', 'Here is a quick trick', 'i suggest using this ...']"
146,How does numpy.histogram() work?,"While reading up on numpy, I encountered the function numpy.histogram().

What is it for and how does it work? In the docs they mention bins: What are they?

Some googling led me to the definition of ...",https://stackoverflow.com/questions/9141732/how-does-numpy-histogram-work,"['While reading up on numpy, I encountered the function numpy.histogram().', 'A bin is range that represents the width of a single bar of the histogram along the X-axis. You could also call this the interval. (Wikipedia defines them more formally as ""disjoint categories"".)', 'Below, hist indicates that there are 0 items in bin #0, 2 in bin #1, 4 in bin #3, 1 in bin #4.', 'Another useful thing to do with numpy.histogram is to plot the output as the x and y coordinates on a linegraph. For example:']"
147,Fast check for NaN in NumPy,"I'm looking for the fastest way to check for the occurrence of NaN (np.nan) in a NumPy array X. np.isnan(X) is out of the question, since it builds a boolean array of shape X.shape, which is ...",https://stackoverflow.com/questions/6736590/fast-check-for-nan-in-numpy,"[""I'm looking for the fastest way to check for the occurrence of NaN (np.nan) in a NumPy array X. np.isnan(X) is out of the question, since it builds a boolean array of shape X.shape, which is potentially gigantic."", ""Ray's solution is good. However, on my machine it is about 2.5x faster to use numpy.sum in place of numpy.min:"", 'I think np.isnan(np.min(X)) should do what you want.', 'There are two general approaches here:', ""Even there exist an accepted answer, I'll like to demonstrate the following (with Python 2.7.2 and Numpy 1.6.0 on Vista):"", 'use .any()', ""If you're comfortable with numba it allows to create a fast short-circuit (stops as soon as a NaN is found) function:"", 'Related to this is the question of how to find the first occurrence of NaN. This is the fastest way to handle that that I know of:']"
148,Automatically import modules when entering the python or ipython interpreter,I find myself typing import numpy as np almost every single time I fire up the python interpreter. How do I set up the python or ipython interpreter so that numpy is automatically imported?,https://stackoverflow.com/questions/11124578/automatically-import-modules-when-entering-the-python-or-ipython-interpreter,"['I find myself typing import numpy as np almost every single time I fire up the python interpreter. How do I set up the python or ipython interpreter so that numpy is automatically imported?', 'Use the environment variable PYTHONSTARTUP. From the official documentation:', ""For ipython, there are two ways to achieve this. Both involve ipython's configuration directory which is located in ~/.ipython."", 'I use a ~/.startup.py file like this:', ""While creating a custom startup script like ravenac95 suggests is the best general answer for most cases, it won't work in circumstances where you want to use a from __future__ import X. If you sometimes work in Python 2.x but want to use modern division, there is only one way to do this. Once you create a profile, edit the profile_default (For Ubuntu this is located in ~/.ipython/profile_default) and add something like the following to the bottom:"", 'As a simpler alternative to the accepted answer, on linux:', 'You can create a normal python script as import_numpy.py or anything you like', 'As ravenac95 mentioned in his answer, you can either create a custom profile or modify the default profile. This answer is quick view of Linux commands needed to import numpy as np automatically.', 'My default ipython invocation is']"
149,Finding local maxima/minima with Numpy in a 1D numpy array,"Can you suggest a module function from numpy/scipy that can find local maxima/minima in a 1D numpy array? Obviously the simplest approach ever is to have a look at the nearest neighbours, but I would ...",https://stackoverflow.com/questions/4624970/finding-local-maxima-minima-with-numpy-in-a-1d-numpy-array,"['Can you suggest a module function from numpy/scipy that can find local maxima/minima in a 1D numpy array? Obviously the simplest approach ever is to have a look at the nearest neighbours, but I would like to have an accepted solution that is part of the numpy distro.', 'If you are looking for all entries in the 1d array a smaller than their neighbors, you can try', 'In SciPy >= 0.11', 'For curves with not too much noise, I recommend the following small code snippet:', 'As of SciPy version 1.1, you can also use find_peaks. Below are two examples taken from the documentation itself.', 'Another approach (more words, less code) that may help:', 'Why not use Scipy built-in function signal.find_peaks_cwt to do the job ?', ""Update: \nI wasn't happy with gradient so I found it more reliable to use numpy.diff. Please let me know if it does what you want."", 'While this question is really old. I believe there is a much simpler approach in numpy (a one liner).', 'None of these solutions worked for me since I wanted to find peaks in the center of repeating values as well. for example, in', 'minm and maxm contain indices of minima and maxima, respectively. For a huge data set, it will give lots of maximas/minimas so in that case smooth the curve first and then apply this algorithm.', 'Another solution using essentially a dilate operator:', 'Another one:']"
150,How to get the index of a maximum element in a NumPy array along one axis,"I have a 2 dimensional NumPy array. I know how to get the maximum values over axes:
>>> a = array([[1,2,3],[4,3,1]])
>>> amax(a,axis=0)
array([4, 3, 3])

How can I get the indices of ...",https://stackoverflow.com/questions/5469286/how-to-get-the-index-of-a-maximum-element-in-a-numpy-array-along-one-axis,"['I have a 2 dimensional NumPy array. I know how to get the maximum values over axes:', 'argmax() will only return the first occurrence for each row.\nhttp://docs.scipy.org/doc/numpy/reference/generated/numpy.argmax.html']"
151,Index all *except* one item in python,"Is there a simple way to index all elements of a list (or array, or whatever) except for a particular index?  E.g., 
mylist[3] will return the item in position 3
milist[~3] will return the whole list ...",https://stackoverflow.com/questions/19286657/index-all-except-one-item-in-python,"['Is there a simple way to index all elements of a list (or array, or whatever) except for a particular index?  E.g.,', 'For a list, you could use a list comp.  For example, to make b a copy of a without the 3rd element:', 'See also', 'The simplest way I found was:', 'If you are using numpy, the closest, I can think of is using a mask', 'Use np.delete ! It does not actually delete anything inplace', ""I'm going to provide a functional (immutable) way of doing it."", ""If you don't know the index beforehand here is a function that will work"", 'Note that if variable is list of lists, some approaches would fail.\nFor example:', 'If you want to cut out the last or the first do this:']"
152,How to write a multidimensional array to a text file?,"In another question, other users offered some help if I could supply the array I was having trouble with. However, I even fail at a basic I/O task, such as writing an array to a file.

Can anyone ...",https://stackoverflow.com/questions/3685265/how-to-write-a-multidimensional-array-to-a-text-file,"['In another question, other users offered some help if I could supply the array I was having trouble with. However, I even fail at a basic I/O task, such as writing an array to a file.', ""If you want to write it to disk so that it will be easy to read back in as a numpy array, look into numpy.save.  Pickling it will work fine, as well, but it's less efficient for large arrays (which yours isn't, so either is perfectly fine)."", ""I am not certain if this meets your requirements, given I think you are interested in making the file readable by people, but if that's not a primary concern, just pickle it."", ""If you don't need a human-readable output, another option you could try is to save the array as a MATLAB .mat file, which is a structured array. I despise MATLAB, but the fact that I can both read and write a .mat in very few lines is convenient."", 'ndarray.tofile() should also work', 'There exist special libraries to do just that. (Plus wrappers for python)', 'You can simply traverse the array in three nested loops and write their values to your file. For reading, you simply use the same exact loop construction. You will get the values in exactly the right order to fill your arrays correctly again.', ""I have a way to do it using a simply filename.write() operation. It works fine for me, but I'm dealing with arrays having ~1500 data elements."", 'Pickle is best for these cases. Suppose you have a ndarray named x_train. You can dump it into a file and revert it back using the following command:']"
153,ImportError in importing from sklearn: cannot import name check_build,"I am getting the following error while trying to import from sklearn:

>>> from sklearn import svm

Traceback (most recent call last):
  File ""<pyshell#17>"", line 1, in <module>
  ...",https://stackoverflow.com/questions/15274696/importerror-in-importing-from-sklearn-cannot-import-name-check-build,"['I am getting the following error while trying to import from sklearn:', 'Worked for me after installing scipy.', 'So, simply try to restart the shell!', 'My solution for Python 3.6.5 64-bit Windows 10:', 'After installing numpy , scipy ,sklearn  still has error', ""Usually when I get these kinds of errors, opening the __init__.py file and poking around helps. Go to the directory C:\\Python27\\lib\\site-packages\\sklearn and ensure that there's a sub-directory called __check_build as a first step. On my machine (with a working sklearn installation, Mac OSX, Python 2.7.3) I have __init__.py, setup.py, their associated .pyc files, and a binary _check_build.so."", ""I had the same issue on Windows. Solved it by installing Numpy+MKL from http://www.lfd.uci.edu/~gohlke/pythonlibs/#numpy (there it's recommended to install numpy+mkl before other packages that depend on it) as suggested by this answer."", 'I had problems importing SKLEARN after installing a new 64bit version of Python 3.4 from python.org.', 'If you use Anaconda 2.7 64 bit, try', 'None of the other answers worked for me. After some tinkering I unsinstalled sklearn:', 'For me, \nI was upgrading the existing code into new setup by installing Anaconda from fresh with latest python version(3.7)\nFor this,', 'no need to uninstall & then re-install sklearn', 'i had the same problem reinstalling anaconda solved the issue for me', 'In windows:']"
154,How to fix 'Object arrays cannot be loaded when allow_pickle=False' for imdb.load_data() function?,"I'm trying to implement the binary classification example using the IMDb dataset in Google Colab. I have implemented this model before. But when I tried to do it again after a few days, it returned a ...",https://stackoverflow.com/questions/55890813/how-to-fix-object-arrays-cannot-be-loaded-when-allow-pickle-false-for-imdb-loa,"[""I'm trying to implement the binary classification example using the IMDb dataset in Google Colab. I have implemented this model before. But when I tried to do it again after a few days, it returned a value error: 'Object arrays cannot be loaded when allow_pickle=False' for the load_data() function."", ""Here's a trick to force imdb.load_data to allow pickle by, in your notebook, replacing this line:"", 'This issue is still up on keras git. I hope it gets solved as soon as possible. \nUntil then, try downgrading your numpy version to 1.16.2. It seems to solve the problem.', 'Following this issue on GitHub, the official solution is to edit the imdb.py file.  This fix worked well for me without the need to downgrade numpy.   Find the imdb.py file at tensorflow/python/keras/datasets/imdb.py (full path for me was: C:\\Anaconda\\Lib\\site-packages\\tensorflow\\python\\keras\\datasets\\imdb.py - other installs will be different) and change line 85 as per the diff:', 'I just used allow_pickle = True as an argument to np.load() and it worked for me.', 'In my case worked with:', ""I think the answer from cheez (https://stackoverflow.com/users/122933/cheez) is the easiest and most effective one. I'd elaborate a little bit over it so it would not modify a numpy function for the whole session period."", ""You can try changing the flag's value"", 'none of the above listed solutions worked for me: i run anaconda with python 3.7.3.\nWhat worked for me was', 'on jupyter notebook using', 'I landed up here, tried your ways and could not figure out.', 'find the path to imdb.py\nthen just add the flag to np.load(path,...flag...)', 'Yes, installing previous a version of numpy solved the problem.', 'Its work for me', 'What I have found is that TensorFlow 2.0 (I am using 2.0.0-alpha0) is not compatible with the latest version of Numpy i.e. v1.17.0 (and possibly v1.16.5+). As soon as TF2 is imported, it throws a huge list of FutureWarning, that looks something like this:', 'Use this', 'Tensorflow has a fix in tf-nightly version.', ""The answer of @cheez sometime doesn't work and recursively call the function again and again. To solve this problem you should copy the function deeply. You can do this by using the function partial, so the final code is:"", ""I don't usually post to these things but this was super annoying. The confusion comes from the fact that some of the Keras imdb.py files have already updated:"", 'The easiest way is to change imdb.py setting allow_pickle=True to np.load at the line where imdb.py throws error.']"
155,Compute a confidence interval from sample data,"I have sample data which I would like to compute a confidence interval for, assuming a normal distribution.

I have found and installed the numpy and scipy packages and have gotten numpy to return a ...",https://stackoverflow.com/questions/15033511/compute-a-confidence-interval-from-sample-data,"['I have sample data which I would like to compute a confidence interval for, assuming a normal distribution.', 'you can calculate like this way.', ""Here a shortened version of shasan's code, calculating the 95% confidence interval of the mean of array a:"", 'Starting Python 3.8, the standard library provides the NormalDist object as part of the statistics module:', 'Start with looking up the z-value for your desired confidence interval from a look-up table.  The confidence interval is then mean +/- z*sigma, where sigma is the estimated standard deviation of your sample mean, given by sigma = s / sqrt(n), where s is the standard deviation computed from your sample data and n is your sample size.']"
156,"copy 2D array into 3rd dimension, N times (Python)","I'd like to copy a numpy 2D array into a third dimension. For example, given the (2D) numpy array:

import numpy as np
arr = np.array([[1,2],[1,2]])
# arr.shape = (2, 2)
convert it into a 3D matrix ...",https://stackoverflow.com/questions/32171917/copy-2d-array-into-3rd-dimension-n-times-python,"[""I'd like to copy a numpy 2D array into a third dimension. For example, given the (2D) numpy array:"", 'Probably the cleanest way is to use np.repeat:', 'Another way is to use numpy.dstack.  Supposing that you want to repeat the matrix a num_repeats times:', 'Introduced in NumPy 1.10.0, we can leverage numpy.broadcast_to to simply generate a 3D view into the 2D input array. The benefit would be no extra memory overhead and virtually free runtime. This would be essential in cases where the arrays are big and we are okay to work with views. Also, this would work with generic n-dim cases.', 'Edit @Mr.F, to preserve dimension order:', 'This can now also be achived using np.tile as follows:', ""Here's a broadcasting example that does exactly what was requested.""]"
157,NumPy: function for simultaneous max() and min(),"numpy.amax() will find the max value in an array, and numpy.amin() does the same for the min value.  If I want to find both max and min, I have to call both functions, which requires passing over the (...",https://stackoverflow.com/questions/12200580/numpy-function-for-simultaneous-max-and-min,"['numpy.amax() will find the max value in an array, and numpy.amin() does the same for the min value.  If I want to find both max and min, I have to call both functions, which requires passing over the (very big) array twice, which seems slow.', 'Is there a function in the numpy API that finds both max and min with only a single pass through the data?', ""I don't think that passing over the array twice is a problem.  Consider the following pseudo-code:"", ""There is a function for finding (max-min) called numpy.ptp if that's useful for you:"", 'You could use Numba, which is a NumPy-aware dynamic Python compiler using LLVM. The resulting implementation is pretty simple and clear:', 'Just to get some ideas on the numbers one could expect, given the following approaches:', 'In general you can reduce the amount of comparisons for a minmax algorithm by processing two elements at a time and only comparing the smaller to the temporary minimum and the bigger one to the temporary maximum. On average one needs only 3/4 of the comparisons than a naive approach.', 'Nobody mentioned numpy.percentile, so I thought I would. If you ask for [0, 100] percentiles, it will give you an array of two elements, the min (0th percentile) and the max (100th percentile).', 'This is an old thread, but anyway, if anyone ever looks at this again...', 'At first glance, numpy.histogram appears to do the trick:', ""It was worth the effort for me anyways, so I'll propose the most difficult and least elegant solution here for whoever may be interested.  My solution is to implement a multi-threaded min-max in one pass algorithm in C++, and use this to create an Python extension module.  This effort requires a bit of overhead for learning how to use the Python and NumPy C/C++ APIs, and here I will show the code and give some small explanations and references for whoever wishes to go down this path."", ""Inspired by the previous answer I've written numba implementation returning minmax for axis=0 from 2-D array. It's ~5x faster than calling numpy min/max.\nMaybe someone will find it useful."", ""The shortest way I've come up with is this:""]"
158,How to calculate moving average using NumPy?,"There seems to be no function that simply calculates the moving average on numpy/scipy, leading to convoluted solutions.

My question is two-fold:
What's the easiest way to (correctly) implement a ...",https://stackoverflow.com/questions/14313510/how-to-calculate-moving-average-using-numpy,"['There seems to be no function that simply calculates the moving average on numpy/scipy, leading to convoluted solutions.', 'If you just want a straightforward non-weighted moving average, you can easily implement it with np.cumsum, which may be is faster than FFT based methods:', ""NumPy's lack of a particular domain-specific function is perhaps due to the Core Team's discipline and fidelity to NumPy's prime directive: provide an N-dimensional array type, as well as functions for creating, and indexing those arrays. Like many foundational objectives, this one is not small, and NumPy does it brilliantly."", 'A simple way to achieve this is by using np.convolve.\nThe idea behind this is to leverage the way the discrete convolution is computed and use it to return a rolling mean. This can be done by convolving with a sequence of np.ones of a length equal to the sliding window length we want.', ""Here are a variety of ways to do this, along with some benchmarks. The best methods are versions using optimized code from other libraries. The bottleneck.move_mean method is probably best all around. The scipy.convolve approach is also very fast, extensible, and syntactically and conceptually simple, but doesn't scale well for very large window values. The numpy.cumsum method is good if you need a pure numpy approach."", 'This answer using Pandas is adapted from above, as rolling_mean is not part of Pandas anymore', 'I feel this can be easily solved using bottleneck', 'In case you want to take care the edge conditions carefully (compute mean only from available elements at edges), the following function will do the trick.', ""Try this piece of code. I think it's simpler and does the job.\nlookback is the window of the moving average."", 'moving average', 'I actually wanted a slightly different behavior than the accepted answer. I was building a moving average feature extractor for an sklearn pipeline, so I required that the output of the moving average have the same dimension as the input. What I want is for the moving average to assume the series stays constant, ie a moving average of [1,2,3,4,5] with window 2 would give [1.5,2.5,3.5,4.5,5.0].', 'talib contains a simple moving average tool, as well as other similar averaging tools (i.e. exponential moving average). Below compares the method to some of the other solutions.', 'Here is a fast implementation using numba (mind the types). Note it does contain nans where shifted.', ""I use either the accepted answer's solution, slightly modified to have same length for output as input, or pandas' version as mentioned in a comment of another answer. I summarize both here with a reproducible example for future reference:"", 'By comparing the solution below with the one that uses cumsum of numpy, This one takes almost half the time. This is because it does not need to go through the entire array to do the cumsum and then do all the subtraction. Moreover, the cumsum can be ""dangerous"" if the array is huge and the number are huge (possible overflow). Of course, also here the danger exists but at least are summed together only the essential numbers.']"
159,What is the difference between i = i + 1 and i += 1 in a 'for' loop? [duplicate],"I found out a curious thing today and was wondering if somebody could shed some light into what the difference is here?

import numpy as np

A = np.arange(12).reshape(4,3)
for a in A:
    a = a + 1

B ...",https://stackoverflow.com/questions/41446833/what-is-the-difference-between-i-i-1-and-i-1-in-a-for-loop,"['I found out a curious thing today and was wondering if somebody could shed some light into what the difference is here?', 'The difference is that one modifies the data-structure itself (in-place operation) b += 1 while the other just reassigns the variable a = a + 1.', 'In the first example, you are reassigning the variable a, while in the second one you are modifying the data in-place, using the += operator.', 'As already pointed out, b += 1 updates b in-place, while a = a + 1 computes a + 1 and then assigns the name a to the result (now a does not refer to a row of A anymore).', ""The short form(a += 1) has the option to modify a in-place , instead of creating a new object representing the sum and rebinding it back to the same name(a = a + 1).So,The short form(a += 1) is much efficient as it doesn't necessarily need to make a copy of a unlike a = a + 1."", 'First off: The variables a and b in the loops refer to numpy.ndarray objects.', 'A key issue here is that this loop iterates over the rows (1st dimension) of B:']"
160,how to convert an RGB image to numpy array?,"I have an RGB image. I want to convert it to numpy array. I did the following

im = cv.LoadImage(""abc.tiff"")
a = numpy.asarray(im)
It creates an array with no shape. I assume it is a iplimage object.",https://stackoverflow.com/questions/7762948/how-to-convert-an-rgb-image-to-numpy-array,"['I have an RGB image. I want to convert it to numpy array. I did the following', ""You can use newer OpenCV python interface (if I'm not mistaken it is available since OpenCV 2.2). It natively uses numpy arrays:"", 'PIL (Python Imaging Library) and Numpy work well together.', 'You can also use matplotlib for this.', 'As of today, your best bet is to use:', ""Late answer, but I've come to prefer the imageio module to the other alternatives"", 'You need to use cv.LoadImageM instead of cv.LoadImage:', 'When using the answer from David Poole I get a SystemError with gray scale PNGs and maybe other files. My solution is:', 'OpenCV image format supports the numpy array interface. A helper function can be made to support either grayscale or color images. This means the BGR -> RGB conversion can be conveniently done with a numpy slice, not a full copy of image data.', 'I also adopted imageio, but I found the following machinery useful for pre- and post-processing:', 'You can get numpy array of rgb image easily by using numpy and Image from PIL', 'load the image by using following syntax:-', 'Using Keras:']"
161,Numpy how to iterate over columns of array?,"Suppose I have and m x n array.  I want to pass each column of this array to a function to perform some operation on the entire column.  How do I iterate over the columns of the array?

For example, I ...",https://stackoverflow.com/questions/10148818/numpy-how-to-iterate-over-columns-of-array,"['Suppose I have and m x n array.  I want to pass each column of this array to a function to perform some operation on the entire column.  How do I iterate over the columns of the array?', 'Just iterate over the transposed of your array:', 'This should give you a start', 'For a three dimensional array you could try:', 'You can also use unzip to iterate through the columns', ""For example you want to find a mean of each column in matrix. Let's create the following matrix"", 'Alternatively, you can use enumerate. It gives you the column number and the column values as well.']"
162,"What is dtype('O'), in pandas?","I have a dataframe in pandas and I'm trying to figure out what the types of its values are. I am unsure what the type is of column 'Test'. However, when I run myFrame['Test'].dtype, I get;

dtype('O')...",https://stackoverflow.com/questions/37561991/what-is-dtypeo-in-pandas,"[""I have a dataframe in pandas and I'm trying to figure out what the types of its values are. I am unsure what the type is of column 'Test'. However, when I run myFrame['Test'].dtype, I get;"", 'It means:', 'What is dtype?', 'It means ""a python object"", i.e. not one of the builtin scalar types supported by numpy.', ""'O' stands for object.""]"
163,Use numpy array in shared memory for multiprocessing,"I would like to use a numpy array in shared memory for use with the multiprocessing module.  The difficulty is using it like a numpy array, and not just as a ctypes array.

from multiprocessing import ...",https://stackoverflow.com/questions/7894791/use-numpy-array-in-shared-memory-for-multiprocessing,"['I would like to use a numpy array in shared memory for use with the multiprocessing module.  The difficulty is using it like a numpy array, and not just as a ctypes array.', ""To add to @unutbu's (not available anymore) and @Henry Gomersall's answers. You could use shared_arr.get_lock() to synchronize access when needed:"", 'The Array object has a get_obj() method associated with it, which returns the ctypes array which presents a buffer interface. I think the following should work...', 'While the answers already given are good, there is a much easier solution to this problem provided two conditions are met:', ""I've written a small python module that uses POSIX shared memory to share numpy arrays between python interpreters. Maybe you will find it handy."", 'You can use the sharedmem module: https://bitbucket.org/cleemesser/numpy-sharedmem']"
164,binning data in python with scipy/numpy,"is there a more efficient way to take an average of an array in prespecified bins? for example, i have an array of numbers and an array corresponding to bin start and end positions in that array, and ...",https://stackoverflow.com/questions/6163334/binning-data-in-python-with-scipy-numpy,"['is there a more efficient way to take an average of an array in prespecified bins? for example, i have an array of numbers and an array corresponding to bin start and end positions in that array, and I want to just take the mean in those bins? I have code that does it below but i am wondering how it can be cut down and improved. thanks.', ""It's probably faster and easier to use numpy.digitize():"", 'The Scipy (>=0.11) function scipy.stats.binned_statistic specifically addresses the above question.', 'Not sure why this thread got necroed; but here is a 2014 approved answer, which should be far faster:', 'The numpy_indexed package (disclaimer: I am its author) contains functionality to efficiently perform operations of this type:', 'I would add, and also to answer the question find mean bin values using histogram2d python that the scipy also have a function specially designed to compute a bidimensional binned statistic for one or more sets of data', 'Another alternative is to use the ufunc.at. This method applies in-place a desired operation at specified indices.\nWe can get the bin position for each datapoint using the searchsorted method. \nThen we can use at to increment by 1 the position of histogram at the index given by bin_indexes, every time we encounter an index at bin_indexes.']"
